cittadinanza,genere,comune_pdf,provenienza,classe_eta,eta,conta
Albania,F,Saluzzo,Euro-est,Giovane,19,878
Albania,M,Saluzzo,Euro-est,Giovane,29,878
Albania,M,Saluzzo,Euro-est,Giovane,29,878
Albania,F,Saluzzo,Euro-est,Giovane adulto,31,878
Gambia,M,Saluzzo,Sub-shara,Adulto,50,878
Guinea bissau,M,Saluzzo,Sub-shara,Giovane adulto,37,878
Senegal,M,Saluzzo,Sub-shara,Giovane adulto,33,878
Romania,M,Saluzzo,Euro-est,Anziano,52,878
Marocco,F,Saluzzo,Africa,Giovane,27,878
Senegal,M,Saluzzo,Sub-shara,Adulto,43,878
Albania,M,Saluzzo,Euro-est,Adulto,46,878
Albania,F,Saluzzo,Euro-est,Giovane adulto,38,878
Burkina faso,F,Saluzzo,Sub-shara,Adulto,46,878
Burkina faso,M,Saluzzo,Sub-shara,Anziano,63,878
Saluzzo,M,Saluzzo,Italia,Anziano,60,878
Saluzzo,F,Saluzzo,Italia,Anziano,63,878
Marocco,F,Saluzzo,Africa,Giovane adulto,37,878
Ghana,F,Saluzzo,Sub-shara,Giovane adulto,38,878
Albania,M,Saluzzo,Euro-est,Adulto,45,878
Romania,M,Saluzzo,Euro-est,Anziano,56,878
Mali,M,Saluzzo,Africa,Giovane adulto,31,878
Marocco,M,Saluzzo,Africa,Giovane,25,878
Saluzzo,M,Saluzzo,Italia,Anziano,71,878
Saluzzo,M,Saluzzo,Italia,Giovane,26,878
Saluzzo,M,Saluzzo,Italia,Anziano,64,878
Saluzzo,M,Saluzzo,Italia,Giovane,29,878
Savigliano,F,Saluzzo,Italia,Giovane,21,878
Albania,M,Saluzzo,Euro-est,Giovane,30,878
Albania,M,Saluzzo,Euro-est,Anziano,53,878
Albania,F,Saluzzo,Euro-est,Giovane,28,878
Albania,F,Saluzzo,Euro-est,Adulto,46,878
Albania,F,Saluzzo,Euro-est,Adulto,48,878
Brasile,M,Saluzzo,Americhe,Giovane,19,878
Brasile,M,Saluzzo,Americhe,Giovane,20,878
Brasile,M,Saluzzo,Americhe,Giovane,18,878
Cuneo,F,Saluzzo,Italia,Anziano,65,878
Bangladesh,M,Saluzzo,India,Giovane adulto,33,878
Pinerolo,F,Saluzzo,Italia,Giovane adulto,39,878
Pinerolo,F,Saluzzo,Italia,Giovane,17,878
Pakistan,M,Saluzzo,India,Giovane adulto,33,878
Marocco,F,Saluzzo,Africa,Anziano,59,878
Racconigi,F,Saluzzo,Italia,Anziano,51,878
Mali,M,Saluzzo,Africa,Giovane adulto,38,878
Guinea,M,Saluzzo,Sub-shara,Adulto,43,878
Pakistan,M,Saluzzo,India,Giovane,23,878
India,M,Saluzzo,India,Giovane,25,878
Marocco,F,Saluzzo,Africa,Giovane adulto,31,878
Romania,M,Sambuco,Euro-est,Anziano,52,2
Vinadio,F,Sambuco,Italia,Anziano,63,2
Cuneo,F,Sampeyre,Italia,Giovane adulto,34,14
Pancalieri,M,Sampeyre,Italia,Anziano,65,14
Savigliano,F,Sampeyre,Italia,Giovane,22,14
Savigliano,M,Sampeyre,Italia,Giovane,18,14
Bra,F,Sampeyre,Italia,Anziano,55,14
Pinerolo,F,Sampeyre,Italia,Adulto,48,14
Albania,M,Sampeyre,Euro-est,Giovane adulto,34,14
Saluzzo,M,Sampeyre,Italia,Anziano,59,14
Mali,M,Sampeyre,Africa,Giovane,28,14
Cuneo,F,Sampeyre,Italia,Anziano,54,14
Savigliano,F,Sampeyre,Italia,Giovane,21,14
Saluzzo,M,Sampeyre,Italia,Anziano,57,14
Cuneo,F,Sampeyre,Italia,Giovane,18,14
Savigliano,M,Sampeyre,Italia,Giovane adulto,31,14
Alba,M,San benedetto belbo,Italia,Giovane,21,2
Romania,F,San benedetto belbo,Euro-est,Adulto,42,2
Torino,M,San damiano macra,Italia,Giovane adulto,31,6
Marocco,M,San damiano macra,Africa,Giovane,18,6
Cuneo,M,San damiano macra,Italia,Anziano,61,6
Torino,M,San damiano macra,Italia,Anziano,55,6
Romania,M,San damiano macra,Euro-est,Giovane,30,6
Boves,M,San damiano macra,Italia,Anziano,63,6
Campofiorito,M,San michele mondovì,Italia,Anziano,63,15
Guinea,M,San michele mondovì,Sub-shara,Giovane,30,15
Gambia,M,San michele mondovì,Sub-shara,Giovane,27,15
Cuneo,M,San michele mondovì,Italia,Giovane,20,15
Mondovi',M,San michele mondovì,Italia,Giovane,17,15
Marocco,M,San michele mondovì,Africa,Giovane adulto,38,15
Nigeria,M,San michele mondovì,Sub-shara,Adulto,43,15
Cuneo,M,San michele mondovì,Italia,Anziano,52,15
Costa d'avorio,M,San michele mondovì,Sub-shara,Giovane adulto,36,15
Romania,F,San michele mondovì,Euro-est,Giovane adulto,31,15
Romania,M,San michele mondovì,Euro-est,Giovane adulto,35,15
Nigeria,M,San michele mondovì,Sub-shara,Giovane adulto,37,15
Marocco,M,San michele mondovì,Africa,Anziano,63,15
Torino,F,San michele mondovì,Italia,Giovane adulto,37,15
Marocco,M,San michele mondovì,Africa,Giovane,21,15
Carmagnola,M,Sanfrè,Italia,Giovane adulto,34,11
Romania,F,Sanfrè,Euro-est,Anziano,53,11
Bra,F,Sanfrè,Italia,Giovane,20,11
Bra,F,Sanfrè,Italia,Giovane,22,11
Bra,M,Sanfrè,Italia,Anziano,60,11
Savigliano,M,Sanfrè,Italia,Giovane,26,11
Marocco,M,Sanfrè,Africa,Giovane adulto,37,11
Marocco,M,Sanfrè,Africa,Adulto,50,11
Savigliano,F,Sanfrè,Italia,Giovane,25,11
Cuneo,M,Sanfrè,Italia,Giovane,23,11
Bra,M,Sanfrè,Italia,Anziano,75,11
Burkina faso,M,Sanfront,Sub-shara,Adulto,43,83
Savigliano,M,Sanfront,Italia,Anziano,64,83
Costa d'avorio,M,Sanfront,Sub-shara,Adulto,47,83
Burkina faso,M,Sanfront,Sub-shara,Adulto,50,83
Romania,F,Sanfront,Euro-est,Adulto,49,83
Romania,F,Sanfront,Euro-est,Giovane adulto,35,83
Savigliano,M,Sanfront,Italia,Giovane,17,83
Russia,F,Sanfront,Euro-est,Anziano,55,83
Iugoslavia,F,Sanfront,Euro-est,Adulto,48,83
Savigliano,F,Sanfront,Italia,Giovane,18,83
Camino,M,Sanfront,Italia,Anziano,62,83
Savigliano,F,Sanfront,Italia,Giovane,28,83
Saluzzo,M,Sanfront,Italia,Giovane adulto,38,83
Savigliano,M,Sanfront,Italia,Giovane,19,83
Brasile,M,Sanfront,Americhe,Giovane,30,83
Savigliano,F,Sanfront,Italia,Adulto,44,83
Costa d'avorio,M,Sanfront,Sub-shara,Adulto,44,83
Burkina faso,M,Sanfront,Sub-shara,Giovane adulto,39,83
Savigliano,F,Sanfront,Italia,Giovane,18,83
Savigliano,F,Sanfront,Italia,Giovane,23,83
Sanfront,F,Sanfront,Italia,Anziano,60,83
Sanfront,F,Sanfront,Italia,Anziano,70,83
Barge,F,Sanfront,Italia,Anziano,53,83
Sanfront,M,Sanfront,Italia,Anziano,78,83
Marocco,F,Sanfront,Africa,Adulto,42,83
Sanfront,F,Sanfront,Italia,Anziano,64,83
Savigliano,M,Sanfront,Italia,Giovane adulto,31,83
Rivoli,M,Sanfront,Italia,Giovane,20,83
Savigliano,M,Sanfront,Italia,Giovane,19,83
Savigliano,F,Sanfront,Italia,Giovane,18,83
Sanfront,M,Sanfront,Italia,Anziano,65,83
Savigliano,M,Sanfront,Italia,Giovane,18,83
Saluzzo,F,Sanfront,Italia,Giovane adulto,34,83
Savigliano,M,Sanfront,Italia,Giovane,18,83
Savigliano,M,Sanfront,Italia,Giovane,17,83
Argentina,F,Sanfront,Americhe,Giovane,30,83
Saluzzo,M,Sanfront,Italia,Adulto,41,83
Pinerolo,F,Sanfront,Italia,Giovane,17,83
Marocco,M,Sanfront,Africa,Giovane,27,83
Guinea,M,Sanfront,Sub-shara,Giovane adulto,38,83
Mali,M,Sanfront,Africa,Giovane adulto,38,83
Albania,F,Sanfront,Euro-est,Adulto,47,83
Albania,M,Sanfront,Euro-est,Giovane,20,83
Mali,M,Sanfront,Africa,Giovane,28,83
Repubblica popolare cinese,F,Sanfront,India,Anziano,57,83
Albania,M,Sanfront,Euro-est,Adulto,46,83
Albania,M,Sanfront,Euro-est,Adulto,43,83
Albania,F,Sanfront,Euro-est,Adulto,44,83
Savigliano,F,Sanfront,Italia,Giovane,19,83
Paesana,F,Sanfront,Italia,Anziano,55,83
Torino,M,Sanfront,Italia,Anziano,63,83
Torino,F,Sanfront,Italia,Giovane,27,83
Cuneo,M,Sanfront,Italia,Anziano,59,83
Massafra,M,Sanfront,Italia,Anziano,66,83
Francia,M,Sanfront,Euro-centro,Anziano,62,83
Savigliano,F,Sanfront,Italia,Giovane adulto,33,83
Mazara del vallo,M,Sanfront,Italia,Giovane,23,83
Sanfront,M,Sanfront,Italia,Anziano,54,83
Macedonia,M,Sanfront,Euro-est,Adulto,47,83
Castel san giovanni,M,Sanfront,Italia,Giovane,25,83
Gallarate,M,Sanfront,Italia,Giovane,20,83
Romania,F,Sanfront,Euro-est,Adulto,45,83
Savigliano,M,Sanfront,Italia,Giovane,21,83
Savigliano,M,Sanfront,Italia,Giovane,18,83
Savigliano,M,Sanfront,Italia,Giovane,21,83
San severo,M,Sanfront,Italia,Anziano,54,83
Sanfront,M,Sanfront,Italia,Anziano,54,83
Saluzzo,F,Sanfront,Italia,Anziano,58,83
Francia,M,Sanfront,Euro-centro,Anziano,64,83
Francia,M,Sanfront,Euro-centro,Anziano,61,83
Sanfront,M,Sanfront,Italia,Anziano,54,83
Savigliano,M,Sanfront,Italia,Giovane,21,83
Sanfront,F,Sanfront,Italia,Anziano,54,83
Sanfront,F,Sanfront,Italia,Anziano,65,83
Saluzzo,M,Sanfront,Italia,Adulto,47,83
Pinerolo,M,Sanfront,Italia,Giovane,21,83
Francia,M,Sanfront,Euro-centro,Anziano,63,83
Sanfront,F,Sanfront,Italia,Anziano,57,83
Pinerolo,F,Sanfront,Italia,Giovane adulto,34,83
Sanfront,M,Sanfront,Italia,Anziano,62,83
Saluzzo,M,Sanfront,Italia,Giovane,25,83
Marocco,F,Sanfront,Africa,Adulto,41,83
Brondello,F,Sanfront,Italia,Anziano,68,83
Romania,M,Sant'albano stura,Euro-est,Anziano,52,35
Romania,M,Sant'albano stura,Euro-est,Anziano,53,35
Erzegovina,M,Sant'albano stura,Italia,Anziano,63,35
India,M,Sant'albano stura,India,Giovane adulto,35,35
India,M,Sant'albano stura,India,Giovane adulto,32,35
India,M,Sant'albano stura,India,Giovane adulto,37,35
India,M,Sant'albano stura,India,Adulto,47,35
India,M,Sant'albano stura,India,Giovane adulto,40,35
India,M,Sant'albano stura,India,Giovane adulto,37,35
Mondovi',M,Sant'albano stura,Italia,Giovane,26,35
Marocco,M,Sant'albano stura,Africa,Anziano,66,35
Savigliano,M,Sant'albano stura,Italia,Giovane adulto,37,35
Fossano,M,Sant'albano stura,Italia,Anziano,52,35
Romania,M,Sant'albano stura,Euro-est,Adulto,47,35
Fossano,F,Sant'albano stura,Italia,Anziano,55,35
Gambia,M,Sant'albano stura,Sub-shara,Giovane adulto,35,35
Alba,M,Sant'albano stura,Italia,Giovane adulto,33,35
Romania,M,Sant'albano stura,Euro-est,Anziano,55,35
Rocca de' baldi,M,Sant'albano stura,Italia,Anziano,74,35
Senegal,F,Sant'albano stura,Sub-shara,Giovane,19,35
Guinea,M,Sant'albano stura,Sub-shara,Giovane adulto,32,35
Fossano,M,Sant'albano stura,Italia,Anziano,54,35
Cuneo,M,Sant'albano stura,Italia,Adulto,49,35
Savigliano,M,Sant'albano stura,Italia,Giovane,20,35
Nigeria,F,Sant'albano stura,Sub-shara,Giovane,29,35
Costa d'avorio,M,Sant'albano stura,Sub-shara,Adulto,41,35
Romania,M,Sant'albano stura,Euro-est,Anziano,54,35
Argentina,F,Sant'albano stura,Americhe,Adulto,44,35
Argentina,F,Sant'albano stura,Americhe,Giovane,23,35
Cuneo,M,Sant'albano stura,Italia,Giovane,23,35
Albania,M,Sant'albano stura,Euro-est,Adulto,49,35
Cuneo,M,Sant'albano stura,Italia,Giovane,29,35
Romania,M,Sant'albano stura,Euro-est,Adulto,50,35
Sant'albano stura,M,Sant'albano stura,Italia,Anziano,72,35
Mondovi',F,Sant'albano stura,Italia,Anziano,57,35
Brasile,M,Santa vittoria d'alba,Americhe,Adulto,47,38
Romania,M,Santa vittoria d'alba,Euro-est,Adulto,42,38
Macedonia,F,Santa vittoria d'alba,Euro-est,Anziano,59,38
Santa vittoria d'alba,M,Santa vittoria d'alba,Italia,Anziano,83,38
Senegal,M,Santa vittoria d'alba,Sub-shara,Giovane,26,38
Savigliano,M,Santa vittoria d'alba,Italia,Anziano,68,38
Macedonia,M,Santa vittoria d'alba,Euro-est,Anziano,65,38
Albania,M,Santa vittoria d'alba,Euro-est,Giovane,26,38
Romania,F,Santa vittoria d'alba,Euro-est,Giovane adulto,32,38
Romania,M,Santa vittoria d'alba,Euro-est,Giovane adulto,33,38
Alba,M,Santa vittoria d'alba,Italia,Giovane,21,38
Repubblica dominicana,M,Santa vittoria d'alba,Americhe,Adulto,47,38
Repubblica dominicana,M,Santa vittoria d'alba,Americhe,Giovane,21,38
Romania,M,Santa vittoria d'alba,Euro-est,Adulto,41,38
Romania,M,Santa vittoria d'alba,Euro-est,Anziano,63,38
Albania,F,Santa vittoria d'alba,Euro-est,Anziano,59,38
Albania,M,Santa vittoria d'alba,Euro-est,Anziano,71,38
Senegal,M,Santa vittoria d'alba,Sub-shara,Anziano,54,38
Marocco,M,Santa vittoria d'alba,Africa,Giovane adulto,40,38
Alba,M,Santa vittoria d'alba,Italia,Giovane adulto,31,38
Senegal,F,Santa vittoria d'alba,Sub-shara,Adulto,50,38
Livenza,M,Santa vittoria d'alba,Italia,Anziano,76,38
Bra,M,Santa vittoria d'alba,Italia,Giovane,21,38
Santa vittoria d'alba,M,Santa vittoria d'alba,Italia,Anziano,72,38
Alba,M,Santa vittoria d'alba,Italia,Anziano,52,38
Marocco,M,Santa vittoria d'alba,Africa,Anziano,52,38
Bra,M,Santa vittoria d'alba,Italia,Giovane adulto,39,38
Santa vittoria d'alba,F,Santa vittoria d'alba,Italia,Anziano,56,38
Torino,F,Santa vittoria d'alba,Italia,Anziano,60,38
Marocco,M,Santa vittoria d'alba,Africa,Adulto,50,38
Macedonia,M,Santa vittoria d'alba,Euro-est,Anziano,56,38
Conversano,M,Santa vittoria d'alba,Italia,Anziano,60,38
Marcianise,M,Santa vittoria d'alba,Italia,Giovane,21,38
Venezuela,M,Santa vittoria d'alba,Americhe,Anziano,58,38
Romania,F,Santa vittoria d'alba,Euro-est,Anziano,54,38
Santa vittoria d'alba,M,Santa vittoria d'alba,Italia,Anziano,70,38
Romania,M,Santa vittoria d'alba,Euro-est,Adulto,49,38
Marocco,M,Santa vittoria d'alba,Africa,Anziano,56,38
Macedonia,M,Santo stefano belbo,Euro-est,Anziano,62,264
Macedonia,M,Santo stefano belbo,Euro-est,Adulto,44,264
Torino,F,Santo stefano belbo,Italia,Adulto,49,264
Canelli,M,Santo stefano belbo,Italia,Anziano,51,264
Macedonia,F,Santo stefano belbo,Euro-est,Anziano,57,264
Macedonia,M,Santo stefano belbo,Euro-est,Giovane,29,264
Macedonia,M,Santo stefano belbo,Euro-est,Giovane,29,264
Macedonia,F,Santo stefano belbo,Euro-est,Adulto,41,264
Macedonia,M,Santo stefano belbo,Euro-est,Anziano,56,264
Albania,F,Santo stefano belbo,Euro-est,Adulto,48,264
Macedonia,F,Santo stefano belbo,Euro-est,Adulto,43,264
Macedonia,M,Santo stefano belbo,Euro-est,Anziano,52,264
Macedonia,M,Santo stefano belbo,Euro-est,Giovane adulto,35,264
Polonia,M,Santo stefano belbo,Euro-est,Anziano,56,264
Acerra,M,Santo stefano belbo,Italia,Anziano,71,264
Bulgaria,M,Santo stefano belbo,Euro-est,Anziano,54,264
Romania,F,Santo stefano belbo,Euro-est,Giovane adulto,36,264
Alba,M,Santo stefano belbo,Italia,Giovane,20,264
Costa d'avorio,M,Santo stefano belbo,Sub-shara,Giovane adulto,37,264
Macedonia,F,Santo stefano belbo,Euro-est,Adulto,46,264
Macedonia,M,Santo stefano belbo,Euro-est,Adulto,48,264
Macedonia,F,Santo stefano belbo,Euro-est,Anziano,59,264
Macedonia,M,Santo stefano belbo,Euro-est,Anziano,64,264
Macedonia,M,Santo stefano belbo,Euro-est,Adulto,43,264
Bulgaria,M,Santo stefano belbo,Euro-est,Adulto,46,264
Bulgaria,F,Santo stefano belbo,Euro-est,Giovane adulto,31,264
Macedonia,M,Santo stefano belbo,Euro-est,Anziano,55,264
Bulgaria,M,Santo stefano belbo,Euro-est,Anziano,63,264
Macedonia,M,Santo stefano belbo,Euro-est,Adulto,49,264
Macedonia,M,Santo stefano belbo,Euro-est,Adulto,41,264
Macedonia,F,Santo stefano belbo,Euro-est,Anziano,64,264
Macedonia,M,Santo stefano belbo,Euro-est,Giovane,17,264
Macedonia,F,Santo stefano belbo,Euro-est,Adulto,47,264
Macedonia,M,Santo stefano belbo,Euro-est,Anziano,53,264
Macedonia,M,Santo stefano belbo,Euro-est,Anziano,57,264
Macedonia,M,Santo stefano belbo,Euro-est,Anziano,61,264
Romania,F,Santo stefano belbo,Euro-est,Anziano,58,264
Macedonia,M,Santo stefano belbo,Euro-est,Giovane adulto,35,264
Macedonia,M,Santo stefano belbo,Euro-est,Anziano,56,264
Macedonia,M,Santo stefano belbo,Euro-est,Anziano,58,264
Macedonia,F,Santo stefano belbo,Euro-est,Anziano,53,264
Macedonia,M,Santo stefano belbo,Euro-est,Adulto,44,264
Polonia,M,Santo stefano belbo,Euro-est,Anziano,57,264
Gambia,M,Santo stefano belbo,Sub-shara,Giovane,30,264
Macedonia,M,Santo stefano belbo,Euro-est,Anziano,58,264
Macedonia,F,Santo stefano belbo,Euro-est,Giovane,28,264
Armenia,F,Santo stefano belbo,Euro-est,Adulto,44,264
Santo stefano belbo,M,Santo stefano belbo,Italia,Anziano,66,264
Bulgaria,M,Santo stefano belbo,Euro-est,Giovane adulto,31,264
Scilla,M,Santo stefano belbo,Italia,Giovane adulto,36,264
Asti,M,Santo stefano belbo,Italia,Giovane adulto,33,264
Macedonia,M,Santo stefano belbo,Euro-est,Adulto,49,264
Macedonia,F,Santo stefano belbo,Euro-est,Adulto,50,264
Macedonia,F,Santo stefano belbo,Euro-est,Adulto,44,264
Macedonia,M,Santo stefano belbo,Euro-est,Adulto,47,264
Macedonia,M,Santo stefano belbo,Euro-est,Adulto,46,264
Alba,M,Santo stefano belbo,Italia,Giovane adulto,37,264
Marocco,M,Santo stefano belbo,Africa,Anziano,58,264
Marocco,F,Santo stefano belbo,Africa,Adulto,50,264
Acqui terme,M,Santo stefano belbo,Italia,Giovane,27,264
Borgomale,M,Santo stefano belbo,Italia,Anziano,69,264
Ucraina,F,Santo stefano belbo,Euro-est,Giovane adulto,36,264
Perletto,M,Santo stefano belbo,Italia,Anziano,72,264
Romania,M,Santo stefano belbo,Euro-est,Giovane adulto,32,264
Bulgaria,M,Santo stefano belbo,Euro-est,Giovane adulto,35,264
Bulgaria,M,Santo stefano belbo,Euro-est,Adulto,46,264
Bulgaria,M,Santo stefano belbo,Euro-est,Anziano,51,264
Macedonia,F,Santo stefano belbo,Euro-est,Anziano,59,264
Macedonia,M,Santo stefano belbo,Euro-est,Adulto,50,264
Macedonia,F,Santo stefano belbo,Euro-est,Anziano,60,264
Santo stefano belbo,M,Santo stefano belbo,Italia,Anziano,69,264
Asti,F,Santo stefano belbo,Italia,Giovane adulto,39,264
Alba,F,Santo stefano belbo,Italia,Giovane adulto,34,264
Canelli,F,Santo stefano belbo,Italia,Adulto,42,264
Macedonia,M,Santo stefano belbo,Euro-est,Anziano,60,264
Macedonia,M,Santo stefano belbo,Euro-est,Adulto,47,264
Romania,M,Santo stefano belbo,Euro-est,Anziano,51,264
Santo stefano belbo,M,Santo stefano belbo,Italia,Anziano,68,264
Canelli,F,Santo stefano belbo,Italia,Anziano,59,264
Romania,M,Santo stefano belbo,Euro-est,Adulto,48,264
Macedonia,F,Santo stefano belbo,Euro-est,Anziano,61,264
Macedonia,F,Santo stefano belbo,Euro-est,Anziano,60,264
Macedonia,M,Santo stefano belbo,Euro-est,Giovane adulto,31,264
Macedonia,M,Santo stefano belbo,Euro-est,Anziano,52,264
Macedonia,M,Santo stefano belbo,Euro-est,Anziano,64,264
Bulgaria,M,Santo stefano belbo,Euro-est,Anziano,58,264
Bulgaria,M,Santo stefano belbo,Euro-est,Anziano,58,264
Bulgaria,F,Santo stefano belbo,Euro-est,Adulto,49,264
Bulgaria,F,Santo stefano belbo,Euro-est,Adulto,49,264
Asti,M,Santo stefano belbo,Italia,Giovane,19,264
Alba,M,Santo stefano belbo,Italia,Adulto,47,264
Bulgaria,M,Santo stefano belbo,Euro-est,Anziano,54,264
Bulgaria,F,Santo stefano belbo,Euro-est,Giovane,26,264
Bulgaria,M,Santo stefano belbo,Euro-est,Giovane,22,264
Macedonia,F,Santo stefano belbo,Euro-est,Adulto,45,264
Asti,M,Santo stefano belbo,Italia,Anziano,56,264
Macedonia,M,Santo stefano belbo,Euro-est,Adulto,45,264
Bulgaria,F,Santo stefano belbo,Euro-est,Giovane,27,264
Bulgaria,F,Santo stefano belbo,Euro-est,Anziano,51,264
Bulgaria,M,Santo stefano belbo,Euro-est,Anziano,53,264
Bulgaria,M,Santo stefano belbo,Euro-est,Giovane,24,264
Bulgaria,M,Santo stefano belbo,Euro-est,Giovane adulto,32,264
Macedonia,M,Santo stefano belbo,Euro-est,Adulto,41,264
Asti,F,Santo stefano belbo,Italia,Anziano,61,264
Neive,M,Santo stefano belbo,Italia,Anziano,69,264
Macedonia,M,Santo stefano belbo,Euro-est,Giovane adulto,40,264
Raddusa,M,Santo stefano belbo,Italia,Anziano,66,264
Santo stefano belbo,M,Santo stefano belbo,Italia,Anziano,55,264
Caltanissetta,M,Santo stefano belbo,Italia,Anziano,65,264
Lentini,M,Santo stefano belbo,Italia,Anziano,63,264
Macedonia,M,Santo stefano belbo,Euro-est,Adulto,50,264
Romania,F,Santo stefano belbo,Euro-est,Anziano,60,264
Bulgaria,M,Santo stefano belbo,Euro-est,Anziano,60,264
Macedonia,M,Santo stefano belbo,Euro-est,Anziano,65,264
Macedonia,M,Santo stefano belbo,Euro-est,Giovane adulto,40,264
Macedonia,M,Santo stefano belbo,Euro-est,Anziano,66,264
Polonia,M,Santo stefano belbo,Euro-est,Anziano,65,264
Macedonia,M,Santo stefano belbo,Euro-est,Anziano,56,264
Macedonia,M,Santo stefano belbo,Euro-est,Giovane adulto,35,264
Bulgaria,M,Santo stefano belbo,Euro-est,Giovane,27,264
Bulgaria,F,Santo stefano belbo,Euro-est,Anziano,53,264
Santo stefano belbo,M,Santo stefano belbo,Italia,Anziano,77,264
Bulgaria,F,Santo stefano belbo,Euro-est,Anziano,62,264
Bulgaria,F,Santo stefano belbo,Euro-est,Giovane adulto,33,264
Albania,F,Santo stefano belbo,Euro-est,Adulto,47,264
Macedonia,M,Santo stefano belbo,Euro-est,Anziano,51,264
Macedonia,M,Santo stefano belbo,Euro-est,Anziano,67,264
Macedonia,F,Santo stefano belbo,Euro-est,Adulto,50,264
Macedonia,F,Santo stefano belbo,Euro-est,Giovane adulto,32,264
Macedonia,M,Santo stefano belbo,Euro-est,Anziano,52,264
Macedonia,M,Santo stefano belbo,Euro-est,Anziano,51,264
Bulgaria,F,Santo stefano belbo,Euro-est,Adulto,41,264
Romania,F,Santo stefano belbo,Euro-est,Adulto,48,264
Macedonia,M,Santo stefano belbo,Euro-est,Anziano,51,264
Bulgaria,F,Santo stefano belbo,Euro-est,Adulto,49,264
Macedonia,F,Santo stefano belbo,Euro-est,Anziano,62,264
Macedonia,F,Santo stefano belbo,Euro-est,Giovane,27,264
Macedonia,M,Santo stefano belbo,Euro-est,Anziano,57,264
Macedonia,M,Santo stefano belbo,Euro-est,Giovane adulto,37,264
Bulgaria,M,Santo stefano belbo,Euro-est,Adulto,49,264
Macedonia,M,Santo stefano belbo,Euro-est,Giovane,30,264
Macedonia,M,Santo stefano belbo,Euro-est,Anziano,55,264
Macedonia,M,Santo stefano belbo,Euro-est,Anziano,60,264
Macedonia,M,Santo stefano belbo,Euro-est,Anziano,56,264
Ghana,M,Santo stefano belbo,Sub-shara,Giovane,27,264
Macedonia,M,Santo stefano belbo,Euro-est,Anziano,52,264
Torino,M,Santo stefano belbo,Italia,Giovane,18,264
Macedonia,M,Santo stefano belbo,Euro-est,Adulto,47,264
Macedonia,F,Santo stefano belbo,Euro-est,Adulto,47,264
Bulgaria,M,Santo stefano belbo,Euro-est,Giovane,29,264
Guastalla,M,Santo stefano belbo,Italia,Giovane,24,264
Romania,M,Santo stefano belbo,Euro-est,Giovane adulto,40,264
Bulgaria,F,Santo stefano belbo,Euro-est,Anziano,53,264
Macedonia,M,Santo stefano belbo,Euro-est,Giovane adulto,40,264
Asti,M,Santo stefano belbo,Italia,Giovane,19,264
Alba,M,Santo stefano belbo,Italia,Giovane,30,264
Albania,F,Santo stefano belbo,Euro-est,Adulto,41,264
Albania,F,Santo stefano belbo,Euro-est,Giovane,19,264
Albania,M,Santo stefano belbo,Euro-est,Adulto,48,264
Macedonia,F,Santo stefano belbo,Euro-est,Anziano,55,264
Novello,F,Santo stefano belbo,Italia,Anziano,70,264
Macedonia,M,Santo stefano belbo,Euro-est,Anziano,52,264
Macedonia,M,Santo stefano belbo,Euro-est,Anziano,56,264
Macedonia,M,Santo stefano belbo,Euro-est,Anziano,65,264
Macedonia,M,Santo stefano belbo,Euro-est,Adulto,45,264
Macedonia,M,Santo stefano belbo,Euro-est,Adulto,49,264
Canelli,F,Santo stefano belbo,Italia,Adulto,45,264
Macedonia,F,Santo stefano belbo,Euro-est,Adulto,44,264
Macedonia,F,Santo stefano belbo,Euro-est,Adulto,47,264
Bulgaria,F,Santo stefano belbo,Euro-est,Adulto,42,264
Macedonia,F,Santo stefano belbo,Euro-est,Anziano,58,264
Macedonia,F,Santo stefano belbo,Euro-est,Adulto,44,264
Bulgaria,M,Santo stefano belbo,Euro-est,Giovane,26,264
Macedonia,F,Santo stefano belbo,Euro-est,Adulto,50,264
Bulgaria,M,Santo stefano belbo,Euro-est,Adulto,46,264
Macedonia,M,Santo stefano belbo,Euro-est,Giovane,24,264
Macedonia,M,Santo stefano belbo,Euro-est,Giovane,21,264
Santo stefano belbo,M,Santo stefano belbo,Italia,Anziano,65,264
Macedonia,M,Santo stefano belbo,Euro-est,Adulto,46,264
Macedonia,F,Santo stefano belbo,Euro-est,Adulto,43,264
Macedonia,F,Santo stefano belbo,Euro-est,Giovane,27,264
Macedonia,M,Santo stefano belbo,Euro-est,Anziano,56,264
Bulgaria,F,Santo stefano belbo,Euro-est,Adulto,41,264
Macedonia,M,Santo stefano belbo,Euro-est,Adulto,47,264
Bulgaria,F,Santo stefano belbo,Euro-est,Adulto,48,264
Bulgaria,M,Santo stefano belbo,Euro-est,Anziano,61,264
Romania,M,Santo stefano belbo,Euro-est,Anziano,65,264
Macedonia,F,Santo stefano belbo,Euro-est,Anziano,59,264
Bulgaria,F,Santo stefano belbo,Euro-est,Anziano,62,264
Bulgaria,F,Santo stefano belbo,Euro-est,Adulto,44,264
Macedonia,M,Santo stefano belbo,Euro-est,Anziano,51,264
Bulgaria,F,Santo stefano belbo,Euro-est,Giovane adulto,38,264
Bulgaria,M,Santo stefano belbo,Euro-est,Adulto,49,264
Bulgaria,M,Santo stefano belbo,Euro-est,Adulto,44,264
Bulgaria,M,Santo stefano belbo,Euro-est,Giovane,21,264
Bulgaria,M,Santo stefano belbo,Euro-est,Giovane adulto,34,264
